crop,issue_id,issue_name,category,causal_agent,temp_min_c,temp_opt_c,temp_max_c,rh_min_pct,rh_opt_pct,leaf_wetness_hrs,rain_trigger,soil_ph_min,soil_ph_max,soil_drainage,soil_texture,ndvi_signal,ndmi_signal,ndre_signal,growth_stage,consecutive_dry_days_trigger,consecutive_wet_days_trigger,temp_stress_threshold_c,soil_ec_threshold_ds_m,perfect_temp_min_c,perfect_temp_max_c,perfect_rh_min_pct,perfect_rh_max_pct,perfect_soil_ph_min,perfect_soil_ph_max,perfect_soil_drainage,perfect_rainfall_mm_week,severity,ndvi_threshold,ndmi_threshold,ndre_threshold,rule_logic,notes,recommendation,urgency
Asparagus,ASPARAGUS_FUSARIUM_CROWN_ROT,Fusarium Crown Rot,Fungal,Fusarium oxysporum f.sp. asparagi,18.0,25.0,32.0,70,90,Soil moisture,Warm moderate,6.0,7.5,Any,Any,NDVI fern decline,NDMI low,NDRE very low,Fern establishment,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Long-term soil-borne buildup; crown rot,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Asparagus,ASPARAGUS_ASPARAGUS_RUST,Asparagus Rust,Fungal,Puccinia asparagi,15.0,22.0,28.0,90,99,Dew,Cool humid,6.0,7.5,Any,Any,NDVI orange rust,NDMI high,NDRE low,Fern,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Orange pustules on ferns; defoliation reduces yield next year,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Durum Wheat,DURUM_WHEAT_KARNAL_BUNT,Karnal Bunt,Fungal,Tilletia indica,5.0,20.0,25.0,70,95,Wet at heading,Cool wet anthesis,6.0,8.0,Any,Any,NDVI partial bunting,NDMI high,NDRE low,Heading–Grain fill,,,,,,,,,6.0,8.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Quarantine pathogen; cool wet flowering; partial grain conversion,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Durum Wheat,DURUM_WHEAT_LOOSE_SMUT,Loose Smut,Fungal,Ustilago tritici,10.0,20.0,28.0,65,85,Seed infection,Warm moderate at flowering,6.0,7.5,Any,Any,NDVI smutted heads,NDMI moderate,NDRE low,Heading,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Seed-borne; replaces grain with spores; warm at anthesis,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Triticale,TRITICALE_POWDERY_MILDEW,Powdery Mildew,Fungal,Blumeria graminis,10.0,17.0,25.0,50,85,Not required,Moderate humidity,6.0,7.5,Any,Any,NDVI white powder,NDMI low,NDRE low,Tillering–Flag leaf,,,,,,,,,6.0,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Similar to wheat mildew; high N increases risk,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Triticale,TRITICALE_YELLOW_RUST,Yellow Rust,Fungal,Puccinia striiformis,7.0,15.0,20.0,90,99,Dew,Cool humid,6.0,7.5,Any,Any,NDVI yellow stripes,NDMI high,NDRE low,Tillering–Heading,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool highland specialist; serious in triticale,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Alfalfa,ALFALFA_VERTICILLIUM_WILT,Verticillium Wilt,Fungal,Verticillium alfalfae,18.0,22.0,28.0,60,80,Soil moisture,Cool moderate,6.0,7.5,Any,Any,NDVI wilting,NDMI low,NDRE very low,Any,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Soil-borne; infected crown; yield loss multiple years,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Alfalfa,ALFALFA_ALFALFA_MOSAIC_VIRUS,Alfalfa Mosaic Virus,Viral,AMV (Alfamovirus),15.0,25.0,35.0,Any,Any,,,,,Any,Any,NDVI mosaic,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored; seed-borne; yellowing and mosaic,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 1 week
Alfalfa,ALFALFA_SCLEROTINIA_CROWN_RO,Sclerotinia Crown Rot,Fungal,Sclerotinia trifoliorum,0.0,10.0,18.0,90,99,Wet,Cool wet winter,6.0,7.5,Poor,Any,NDVI crown death,NDMI high,NDRE very low,Winter–Early spring,,,,,,,,,6.0,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool wet; attacks crown under snow cover,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Clover,CLOVER_CLOVER_ROT,Clover Rot,Fungal,Sclerotinia trifoliorum,0.0,10.0,18.0,90,99,Wet,Cool wet,6.0,7.5,Poor,Any,NDVI stem rot,NDMI high,NDRE very low,Winter–Spring,,,,,,,,,6.0,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Same as alfalfa; cool wet conditions under snow,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Clover,CLOVER_CLOVER_LEAF_SPOT,Clover Leaf Spot,Fungal,Stemphylium sarciniforme,18.0,25.0,32.0,85,99,Leaf wetness,Warm wet,6.0,7.5,Any,Any,NDVI dark spots,NDMI high,NDRE low,Any,,,,,,,,,6.0,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Brown spots with dark margins; warm wet summer,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Safflower,SAFFLOWER_ALTERNARIA_LEAF_SPOT,Alternaria Leaf Spot,Fungal,Alternaria carthami,18.0,26.0,35.0,80,95,Leaf wetness,Warm moderate,6.0,8.0,Any,Any,NDVI circular spots,NDMI high,NDRE low,Any,,,,,,,,,6.0,8.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Seed-borne; warm moist; circular dark lesions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Safflower,SAFFLOWER_PHYTOPHTHORA_ROOT_RO,Phytophthora Root Rot,Fungal/Oomycete,Phytophthora drechsleri,15.0,25.0,32.0,90,99,Waterlogging,Wet cool,6.0,8.0,Poor,Any,NDVI wilting,NDMI very high,NDRE very low,Any,,,,,,,,,6.0,8.0,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Poor drainage; taproot rot; cool wet conditions,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Hemp,HEMP_BOTRYTIS_BUD_ROT,Botrytis Bud Rot,Fungal,Botrytis cinerea,15.0,18.0,25.0,90,99,High humidity,Cool wet,6.0,7.5,Any,Any,NDVI grey mold on buds,NDMI high,NDRE low,Flowering,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dense humid canopy; cool wet nights; devastating in buds,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Hemp,HEMP_HEMP_MOSAIC_VIRUS,Hemp Mosaic Virus,Viral,HMV (Tobamovirus-like),15.0,25.0,35.0,Any,Any,,,,,Any,Any,NDVI mosaic,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Contact and mechanically spread,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 1 week
Jatropha,JATROPHA_COLLAR_ROT,Collar Rot,Fungal,Macrophomina phaseolina,28.0,35.0,42.0,60,80,Soil dry/hot,Hot dry,5.5,7.5,Sandy,Any,NDVI collar blackening,NDMI very low,NDRE low,Seedling–Juvenile,,,,,,,,,5.5,7.5,Sandy,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Hot dry soils; collar blackening and death,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Jatropha,JATROPHA_MOSAIC_DISEASE,Mosaic Disease,Viral,Jatropha mosaic virus (Begomovirus),22.0,30.0,38.0,Any,Any,,,,,Any,Any,NDVI mosaic/cupping,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Whitefly-vectored; leaf cupping and mosaic,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 1 week
Teff,TEFF_HEAD_SMUT,Head Smut,Fungal,Tilletia controversa,10.0,18.0,25.0,80,90,Soil infection,Cool moderate,5.5,7.5,Any,Any,NDVI smutted panicles,NDMI moderate,NDRE low,Heading,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool soil infection; replaces seeds with spores,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Teff,TEFF_LEAF_RUST,Leaf Rust,Fungal,Puccinia eragrostidis,15.0,22.0,28.0,90,99,Dew,Cool humid,5.5,7.5,Any,Any,NDVI rust pustules,NDMI high,NDRE low,Tillering–Heading,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Orange pustules; endemic to Ethiopian highlands,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Enset,ENSET_XANTHOMONAS_WILT,Xanthomonas Wilt,Bacterial,Xanthomonas vasicola pv. musacearum,20.0,28.0,35.0,80,95,Tools/insects,Warm humid,5.5,7.5,Any,Any,NDVI wilting/yellowing,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Devastating in Ethiopia; no cure; spread by tools and insects,Apply copper-based bactericide; reduce leaf wetness via canopy management; use certified disease-free seed,Today
Enset,ENSET_ENSET_ROOT_MEALYBUG,Enset Root Mealybug,Pest,Cataenococcus ensete,20.0,28.0,38.0,Any,Any,,Dry,,,Any,Any,NDVI growth reduction,NDMI low,NDRE low,Any,,,,,,,,,,,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Root colonization; dry periods increase severity,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 1 week
Fonio,FONIO_BLAST,Blast,Fungal,Magnaporthe digitariae,22.0,28.0,35.0,90,99,Dew/rain,Warm humid,5.0,7.0,Any,Any,NDVI blast lesions,NDMI high,NDRE low,Tillering–Heading,,,,,,,,,5.0,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm humid West Africa; similar to rice blast,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Fonio,FONIO_SMUT,Smut,Fungal,Melanopsichium eleusinis,22.0,28.0,35.0,80,90,Seed infection,Warm moderate,5.0,7.0,Any,Any,NDVI smutted panicles,NDMI moderate,NDRE low,Heading,,,,,,,,,5.0,7.0,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Seed-borne smut; replaces grains,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Breadfruit,BREADFRUIT_PHYTOPHTHORA_TRUNK_R,Phytophthora Trunk Rot,Fungal/Oomycete,Phytophthora palmivora,20.0,28.0,35.0,90,99,Waterlogging,Warm wet,5.5,7.5,Poor,Any,NDVI crown decline,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Oozing from trunk; poor drainage,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Breadfruit,BREADFRUIT_FRUIT_ROT,Fruit Rot,Fungal,Rhizopus stolonifer,20.0,30.0,38.0,80,95,Wound/rain,Warm wet,5.5,7.5,Any,Any,NDVI pre-harvest rot,NDMI high,NDRE low,Fruiting–Post-harvest,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Wound entry; warm humid post-harvest,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Durian,DURIAN_PHYTOPHTHORA_ROOT_RO,Phytophthora Root Rot,Fungal/Oomycete,Phytophthora palmivora,20.0,28.0,35.0,90,99,Waterlogging,Warm wet poorly drained,5.0,6.5,Poor,Any,NDVI decline,NDMI very high,NDRE very low,Any,,,,,,,,,5.0,6.5,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Poor drainage; collar rot; most serious durian disease,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Durian,DURIAN_PATCH_CANKER,Patch Canker,Fungal,Phytophthora palmivora,20.0,28.0,35.0,90,99,Bark moisture,Warm wet,5.0,6.5,Any,Any,NDVI bark lesions,NDMI high,NDRE low,Any,,,,,,,,,5.0,6.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Bark cracking and oozing; high humidity required,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Jackfruit,JACKFRUIT_FRUIT_ROT,Fruit Rot,Fungal,Rhizopus artocarpi,20.0,28.0,38.0,90,99,Wound/rain,Warm wet,5.5,7.5,Any,Any,NDVI fruit rot,NDMI high,NDRE low,Fruiting–Post-harvest,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Wound entry; soft rot of fruit,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Jackfruit,JACKFRUIT_LEAF_SPOT,Leaf Spot,Fungal,Colletotrichum gloeosporioides,20.0,28.0,35.0,90,99,Rain/dew,Warm wet,5.5,7.5,Any,Any,NDVI dark spots,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Circular lesions; warm wet humid tropics,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Rambutan,RAMBUTAN_POWDERY_MILDEW,Powdery Mildew,Fungal,Oidium nephelii,20.0,28.0,35.0,<70%,50–80%,Not needed,Warm moderate,5.5,7.0,Any,Any,NDVI white powder,NDMI low,NDRE low,Flowering–Young fruit,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm dry period following wet; common in SE Asia,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Rambutan,RAMBUTAN_STEM_CANKER,Stem Canker,Fungal,Botryosphaeria sp.,20.0,28.0,35.0,80,95,Wound/rain,Warm wet,5.5,7.0,Any,Any,NDVI canker/die-back,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.0,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Canker following wounds or pruning; warm wet,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Coffee Robusta,COFFEE_ROBUSTA_CERCOSPORA_LEAF_SPOT,Cercospora Leaf Spot,Fungal,Cercospora coffeicola,20.0,27.0,35.0,85,99,Leaf wetness,Warm humid,5.5,7.0,Well drained,Any,NDVI brown spots,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.0,Well drained,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Brown eye-spot lesions; shade + dense canopy increase risk,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Coffee Robusta,COFFEE_ROBUSTA_ROOT_KNOT_NEMATODE,Root Knot Nematode,Nematode,Meloidogyne spp.,18.0,27.0,35.0,Any,Any,Soil moisture,Any,5.5,7.0,Sandy,Any,NDVI stunting/yellowing,NDMI low,NDRE low,Any,,,,,,,,,5.5,7.0,Sandy,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Root galling; sandy soils; widespread tropical,Collect soil sample for lab confirmation; plan crop rotation away from host for next 3 seasons,Within 2 days
Vanilla,VANILLA_FUSARIUM_ROOT_ROT,Fusarium Root Rot,Fungal,Fusarium oxysporum f.sp. vanillae,20.0,27.0,32.0,80,95,Soil moisture,Warm moderate,5.5,7.0,Poor,Any,NDVI wilting,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.0,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Most serious vanilla disease; soil and stem wounds,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
Vanilla,VANILLA_STEM_ROT_PHYTOPHTHOR,Stem Rot (Phytophthora),Fungal/Oomycete,Phytophthora meadii,20.0,27.0,35.0,90,99,Waterlogging,Warm wet,5.5,7.0,Poor,Any,NDVI crown rot,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.0,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Water-soaked stem base; flooding conditions,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Black Pepper,BLACK_PEPPER_PHYTOPHTHORA_FOOT_RO,Phytophthora Foot Rot,Fungal/Oomycete,Phytophthora capsici,22.0,28.0,35.0,90,99,Waterlogging,Warm wet poorly drained,5.5,7.0,Poor,Any,NDVI rapid collapse,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.0,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Quick wilt; devastating; poor drainage critical,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Black Pepper,BLACK_PEPPER_ANTHRACNOSE,Anthracnose,Fungal,Colletotrichum capsici,22.0,28.0,35.0,90,99,Rain/dew,Warm wet,5.5,7.0,Any,Any,NDVI spike lesions,NDMI high,NDRE low,Fruiting,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Spike drop; warm humid; fruit and spike lesions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Cardamom,CARDAMOM_KATTE_MOSAIC,Katte Mosaic,Viral,Cardamom mosaic virus (CdMV),18.0,25.0,32.0,Any,Any,,,,,Any,Any,NDVI mosaic/stunting,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored; 'katte' = yellow mosaic; no cure,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Today
Cardamom,CARDAMOM_CAPSULE_ROT_AZHUKAL,Capsule Rot (Azhukal),Fungal/Oomycete,Phytophthora meadii,18.0,25.0,30.0,90,99,Rain,Cool wet,5.5,7.0,Poor,Any,NDVI capsule rot,NDMI high,NDRE low,Fruiting,,,,,,,,,5.5,7.0,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool wet; capsule and panicle rot; high elevation,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Cinnamon,CINNAMON_LEAF_BLIGHT,Leaf Blight,Fungal,Colletotrichum gloeosporioides,20.0,28.0,35.0,90,99,Rain,Warm wet,5.0,7.0,Any,Any,NDVI blight lesions,NDMI high,NDRE low,Young flush,,,,,,,,,5.0,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm humid; young leaf blight; common in Sri Lanka,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Cinnamon,CINNAMON_STEM_CANKER,Stem Canker,Fungal,Botryosphaeria sp.,20.0,28.0,35.0,80,95,Wound/rain,Warm wet,5.0,7.0,Any,Any,NDVI canker die-back,NDMI high,NDRE low,Any,,,,,,,,,5.0,7.0,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Canker following mechanical damage,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Nutmeg,NUTMEG_THREAD_BLIGHT,Thread Blight,Fungal,Corticium stevensii,20.0,28.0,35.0,90,99,High humidity,Warm wet,5.5,7.5,Any,Any,NDVI die-back threads,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Thread-like mycelial strands; warm humid; shade canopy,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Nutmeg,NUTMEG_ROOT_ROT,Root Rot,Fungal/Oomycete,Phytophthora cinnamomi,18.0,25.0,32.0,90,99,Waterlogging,Warm wet poorly drained,5.5,7.5,Poor,Any,NDVI crown decline,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Poor drainage; crown and root decline,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Clove,CLOVE_SUDDEN_DEATH,Sudden Death,Fungal,Valsa eugeniae,20.0,28.0,35.0,90,99,Rain,Warm wet,5.5,7.5,Any,Any,NDVI sudden death,NDMI high,NDRE very low,Any,,,,,,,,,5.5,7.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Sudden wilting and death; spread tree-to-tree; Zanzibar epidemic,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
Clove,CLOVE_LEAF_RUST,Leaf Rust,Fungal,Uromyces sp.,18.0,25.0,30.0,90,99,Dew,Cool humid,5.5,7.5,Any,Any,NDVI rust pustules,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Orange pustules; cool humid periods,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Moringa,MORINGA_POWDERY_MILDEW,Powdery Mildew,Fungal,Oidium morindae,20.0,28.0,38.0,<70%,50–80%,Not needed,Warm dry,6.0,8.0,Any,Any,NDVI white powder,NDMI low,NDRE low,Any,,,,,,,,,6.0,8.0,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm dry conditions; white powder on leaves,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Moringa,MORINGA_DAMPING_OFF,Damping Off,Fungal/Oomycete,Pythium aphanidermatum,22.0,30.0,38.0,90,99,Waterlogging,Hot wet poorly drained,6.0,8.0,Poor,Any,NDVI seedling collapse,NDMI very high,NDRE very low,Seedling,,,,,,,,,6.0,8.0,Poor,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Seedling death at soil line; hot wet soils,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 1 week
Neem,NEEM_LEAF_SPOT,Leaf Spot,Fungal,Cercospora sp.,22.0,30.0,38.0,80,95,Leaf wetness,Warm humid,6.0,8.5,Any,Any,NDVI circular spots,NDMI high,NDRE low,Any,,,,,,,,,6.0,8.5,Any,,Low,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Generally minor; warm humid monsoon conditions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,This season
Neem,NEEM_TWIG_BLIGHT,Twig Blight,Fungal,Botryodiplodia theobromae,25.0,32.0,40.0,80,95,Wound/rain,Hot wet,6.0,8.5,Any,Any,NDVI die-back,NDMI high,NDRE low,Any,,,,,,,,,6.0,8.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Follows drought stress or mechanical damage; hot wet,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Bamboo,BAMBOO_WITCHES_BROOM,Witches Broom,Phytoplasma,Candidatus Phytoplasma,20.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI broom proliferation,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Leafhopper-vectored; shoot proliferation; broom-like growth,Destroy infected plants — no cure; control insect vector (leafhopper or planthopper); use clean propagation material,Within 1 week
